Date/Time,LIVING ZONE:Zone Combined Outdoor Air Sensible Heat Loss Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Combined Outdoor Air Current Density Volume Flow Rate [m3/s](TimeStep:REPORTSCH),LIVING ZONE:Zone Combined Outdoor Air Mass [kg](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ACDXCOIL 1:Cooling Coil Total Cooling Energy [J](TimeStep:REPORTSCH),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Cycling Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Level [](TimeStep) 
 01/21  00:10:00,20637636.650334,14.506169948091749,1093.1100392920032,19835719.852453407,0.0,6.938473394304276,0.0,0.0,-17.92774360227311,0.0,0.0,-18.672308539980637,0.0,0.0,19389101.183533117,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  00:20:00,20883526.134776555,14.594031473322124,1098.9465911875552,20571028.50265506,0.0,8.047667762018136,0.0,0.0,-17.92763636826212,0.0,0.0,-18.67372543182042,0.0,0.0,19556326.562484313,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  00:30:00,306964.5049729056,0.1560756244248111,11.431992371834076,19999407.76048815,0.0,9.382438708935073,0.0,0.0,-17.926316229383996,0.0,0.0,-18.67245404238128,0.0,0.0,20215538.02623522,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  00:40:00,20098323.26558765,14.308944057037213,1079.7158785576885,20340649.99976019,0.0,5.29556509651019,0.0,0.0,-17.92645255814145,0.0,0.0,-18.671011947750138,0.0,0.0,20193290.76501463,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  00:50:00,20637636.617530286,14.506169935886826,1093.1100384322672,19835719.86426509,0.0,6.938473368275422,0.0,0.0,-17.927748042966986,0.0,0.0,-18.672309076094773,0.0,0.0,19389101.195925303,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  01:00:00,20883526.12801525,14.59403147103437,1098.9465910288297,20571028.50627014,0.0,8.047667747869356,0.0,0.0,-17.927640749040457,0.0,0.0,-18.673725961774466,0.0,0.0,19556326.566753764,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  01:10:00,306964.5046268386,0.15607562440819467,11.431992371834076,19999407.768058788,0.0,9.382438678855765,0.0,0.0,-17.92632055207431,0.0,0.0,-18.672454565628783,0.0,0.0,20215538.033156153,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  01:20:00,20098323.240338743,14.308944048284086,1079.715877947508,20340650.003569685,0.0,5.295565074910268,0.0,0.0,-17.926456823362408,0.0,0.0,-18.67101246300881,0.0,0.0,20193290.768407263,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  01:30:00,20637636.58645083,14.506169924323423,1093.1100376177212,19835719.8754559,0.0,6.938473343614765,0.0,0.0,-17.927752250475315,0.0,0.0,-18.672309584052652,0.0,0.0,19389101.207666107,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  01:40:00,20883526.12161002,14.59403146886713,1098.946590878466,20571028.509695034,0.0,8.04766773446464,0.0,0.0,-17.927644899779068,0.0,0.0,-18.673726463895846,0.0,0.0,19556326.570798613,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  01:50:00,306964.5042989564,0.1560756243924514,11.431992371834076,19999407.77523166,0.0,9.382438650357035,0.0,0.0,-17.92632464777466,0.0,0.0,-18.672455061395915,0.0,0.0,20215538.03971342,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  02:00:00,20098323.21641675,14.30894403999095,1079.7158773693932,20340650.007178973,0.0,5.2955650544456265,0.0,0.0,-17.926460864610878,0.0,0.0,-18.671012951206666,0.0,0.0,20193290.77162162,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  02:10:00,20637636.55700505,14.506169913367845,1093.1100368459913,19835719.886058472,0.0,6.938473320250404,0.0,0.0,-17.92775623704212,0.0,0.0,-18.672310065333136,0.0,0.0,19389101.21878977,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  02:20:00,20883526.115542118,14.594031466814048,1098.9465907360232,20571028.51293975,0.0,8.047667721764864,0.0,0.0,-17.927648832557175,0.0,0.0,-18.673726939646464,0.0,0.0,19556326.574630674,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  02:30:00,306964.5039883043,0.15607562437753542,11.431992371834076,19999407.782027632,0.0,9.3824386233559,0.0,0.0,-17.92632852840429,0.0,0.0,-18.67245553112604,0.0,0.0,20215538.045926098,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  02:40:00,20098323.19375196,14.308944032133635,1079.7158768216593,20340650.010598563,0.0,5.295565035056574,0.0,0.0,-17.92646469364771,0.0,0.0,-18.67101341376497,0.0,0.0,20193290.774667054,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  02:50:00,20637636.52910695,14.506169902988093,1093.1100361148237,19835719.89610377,0.0,6.9384732981141,0.0,0.0,-17.927760014268593,0.0,0.0,-18.672310521337344,0.0,0.0,19389101.229328778,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  03:00:00,20883526.109793726,14.594031464869099,1098.9465906010823,20571028.516013786,0.0,8.047667709732906,0.0,0.0,-17.92765255881965,0.0,0.0,-18.673727390411287,0.0,0.0,19556326.57826116,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  03:10:00,306964.5036939746,0.1560756243634032,11.431992371834076,19999407.788466573,0.0,9.382438597773472,0.0,0.0,-17.92633220525694,0.0,0.0,-18.67245597618666,0.0,0.0,20215538.051812354,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  03:20:00,20098323.172278147,14.308944024689184,1079.7158763027062,20340650.01383846,0.0,5.295565016686516,0.0,0.0,-17.92646832161679,0.0,0.0,-18.67101385203051,0.0,0.0,20193290.77755248,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  03:30:00,20637636.502675112,14.506169893153867,1093.1100354220841,19835719.905621085,0.0,6.938473277141263,0.0,0.0,-17.927763593147652,0.0,0.0,-18.67231095339303,0.0,0.0,19389101.23931387,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  03:40:00,20883526.10434797,14.594031463026564,1098.9465904732474,20571028.51892614,0.0,8.047667698333576,0.0,0.0,-17.927656089410142,0.0,0.0,-18.6737278175028,0.0,0.0,19556326.581700698,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  03:50:00,306964.5034151104,0.15607562435001351,11.431992371834076,19999407.794567205,0.0,9.382438573535275,0.0,0.0,-17.926335689031397,0.0,0.0,-18.672456397873518,0.0,0.0,20215538.05738932,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  04:00:00,20098323.151932813,14.30894401763593,1079.7158758110231,20340650.01690808,0.0,5.2955649992819005,0.0,0.0,-17.926471759074396,0.0,0.0,-18.671014267279084,0.0,0.0,20193290.780286286,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  04:10:00,20637636.47763242,14.506169883836495,1093.1100347657523,19835719.9146382,0.0,6.9384732572707,0.0,0.0,-17.92776698409326,0.0,0.0,-18.672311362757867,0.0,0.0,19389101.24877418,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  04:20:00,20883526.09918891,14.594031461281043,1098.946590352144,20571028.52168531,0.0,8.04766768753362,0.0,0.0,-17.927659434603513,0.0,0.0,-18.673728222164247,0.0,0.0,19556326.584959336,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  04:30:00,306964.50315089844,0.15607562433732736,11.431992371834076,19999407.800347324,0.0,9.382438550570606,0.0,0.0,-17.926338989867627,0.0,0.0,-18.672456797414256,0.0,0.0,20215538.06267326,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  04:40:00,20098323.132656537,14.308944010953281,1079.715875345175,20340650.019816402,0.0,5.2955649827919,0.0,0.0,-17.926475016025893,0.0,0.0,-18.67101466071962,0.0,0.0,20193290.78287645,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  04:50:00,20637636.453905832,14.506169875008796,1093.1100341439135,19835719.92318143,0.0,6.938473238444421,0.0,0.0,-17.92777019697479,0.0,0.0,-18.672311750623695,0.0,0.0,19389101.257737316,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  05:00:00,20883526.0943014,14.594031459627418,1098.946590237416,20571028.52429938,0.0,8.047667677301447,0.0,0.0,-17.92766260413488,0.0,0.0,-18.673728605573768,0.0,0.0,19556326.588046603,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  05:10:00,306964.5029005678,0.15607562432530775,11.431992371834076,19999407.8058238,0.0,9.38243852881247,0.0,0.0,-17.926342117370723,0.0,0.0,-18.672457175972003,0.0,0.0,20215538.06767959,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  05:20:00,20098323.114393108,14.308944004621756,1079.7158749038033,20340650.022571903,0.0,5.2955649671684375,0.0,0.0,-17.926478101948604,0.0,0.0,-18.671015033497593,0.0,0.0,20193290.785330534,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  05:30:00,20637636.431426097,14.506169866644996,1093.1100335547528,19835719.93127569,0.0,6.93847322060752,0.0,0.0,-17.927773241141864,0.0,0.0,-18.672312118119727,0.0,0.0,19389101.266229425,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  05:40:00,20883526.08967112,14.594031458060838,1098.9465901287274,20571028.526775982,0.0,8.047667667607207,0.0,0.0,-17.927665607228477,0.0,0.0,-18.673728968847566,0.0,0.0,19556326.590971526,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  05:50:00,306964.5026633902,0.15607562431391964,11.431992371834076,19999407.811012544,0.0,9.382438508197565,0.0,0.0,-17.926345080643273,0.0,0.0,-18.67245753464886,0.0,0.0,20215538.07242288,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  06:00:00,20098323.09708935,14.308943998622915,1079.7158744856233,20340650.02518261,0.0,5.295564952365979,0.0,0.0,-17.926481025824128,0.0,0.0,-18.671015386698198,0.0,0.0,20193290.787655666,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  06:10:00,20637636.410127696,14.506169858720714,1093.1100329965527,19835719.93894459,0.0,6.9384732037079715,0.0,0.0,-17.92777612545406,0.0,0.0,-18.672312466315795,0.0,0.0,19389101.274275266,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  06:20:00,20883526.085284475,14.5940314565767,1098.946590025759,20571028.529122364,0.0,8.047667658422556,0.0,0.0,-17.92766845262332,0.0,0.0,-18.673729313043143,0.0,0.0,19556326.593742657,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  06:30:00,306964.50243867305,0.15607562430312982,11.431992371834076,19999407.815928712,0.0,9.382438488665695,0.0,0.0,-17.926347888307763,0.0,0.0,-18.672457874488956,0.0,0.0,20215538.076916978,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  06:40:00,20098323.080694765,14.308943992939252,1079.7158740894142,20340650.02765613,0.0,5.295564938341347,0.0,0.0,-17.926483796160564,0.0,0.0,-18.671015721349605,0.0,0.0,20193290.789858643,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  06:50:00,20637636.38994851,14.506169851212855,1093.110032467686,19835719.94621049,0.0,6.938473187696503,0.0,0.0,-17.92777885830488,0.0,0.0,-18.672312796225487,0.0,0.0,19389101.2818983,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  07:00:00,20883526.08112866,14.59403145517067,1098.9465899282095,20571028.53134537,0.0,8.047667649720722,0.0,0.0,-17.927671148600894,0.0,0.0,-18.673729639162502,0.0,0.0,19556326.596368082,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  07:10:00,306964.5022257623,0.1560756242929069,11.431992371834076,19999407.820586607,0.0,9.382438470160006,0.0,0.0,-17.926350548536316,0.0,0.0,-18.672458196481593,0.0,0.0,20215538.08117496,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  07:20:00,20098323.065161556,14.308943987554212,1079.7158737140219,20340650.029999696,0.0,5.295564925053602,0.0,0.0,-17.926486421020687,0.0,0.0,-18.671016038426078,0.0,0.0,20193290.791945882,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  07:30:00,20637636.37082964,14.506169844099487,1093.1100319666082,19835719.9530946,0.0,6.938473172526355,0.0,0.0,-17.92778144764732,0.0,0.0,-18.672313108809252,0.0,0.0,19389101.289120793,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  07:40:00,20883526.077191535,14.594031453838644,1098.9465898357944,20571028.533451498,0.0,8.047667641476297,0.0,0.0,-17.927673703006086,0.0,0.0,-18.67372994815503,0.0,0.0,19556326.598855462,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  07:50:00,306964.502024037,0.15607562428322108,11.431992371834076,19999407.824999806,0.0,9.382438452626536,0.0,0.0,-17.92635306906975,0.0,0.0,-18.672458501564147,0.0,0.0,20215538.08520924,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  08:00:00,20098323.05044449,14.308943982452098,1079.7158733583524,20340650.032220118,0.0,5.295564912464085,0.0,0.0,-17.92648890804302,0.0,0.0,-18.6710163388506,0.0,0.0,20193290.793923456,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  08:10:00,20637636.3527154,14.506169837359904,1093.1100314918601,19835719.959616967,0.0,6.938473158153372,0.0,0.0,-17.927783901017442,0.0,0.0,-18.672313404977036,0.0,0.0,19389101.295963757,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  08:20:00,20883526.073461514,14.59403145257669,1098.9465897482412,20571028.535446897,0.0,8.047667633665206,0.0,0.0,-17.92767612327366,0.0,0.0,-18.673730240920186,0.0,0.0,19556326.601212077,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  08:30:00,306964.5018329086,0.15607562427404403,11.431992371834076,19999407.82918121,0.0,9.382438436014114,0.0,0.0,-17.926355457243908,0.0,0.0,-18.672458790624667,0.0,0.0,20215538.089031607,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  08:40:00,20098323.036500566,14.308943977618007,1079.7158730213664,20340650.034323893,0.0,5.295564900536011,0.0,0.0,-17.926491264465895,0.0,0.0,-18.671016623497767,0.0,0.0,20193290.795797154,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  08:50:00,20637636.335552923,14.506169830974436,1093.1100310420566,19835719.96579663,0.0,6.938473144535587,0.0,0.0,-17.927786225555256,0.0,0.0,-18.67231368559103,0.0,0.0,19389101.302447177,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  09:00:00,20883526.069927707,14.594031451381133,1098.9465896652946,20571028.537337393,0.0,8.047667626264653,0.0,0.0,-17.927678416447414,0.0,0.0,-18.673730518310283,0.0,0.0,19556326.60344481,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  09:10:00,306964.5016518218,0.15607562426534913,11.431992371834076,19999407.833142933,0.0,9.382438420274475,0.0,0.0,-17.926357720009975,0.0,0.0,-18.672459064504718,0.0,0.0,20215538.09265315,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  09:20:00,20098323.023289267,14.308943973037888,1079.7158727020856,20340650.036317125,0.0,5.29556488923466,0.0,0.0,-17.92649349714788,0.0,0.0,-18.671016893196207,0.0,0.0,20193290.797572408,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  09:30:00,20637636.319292203,14.506169824924472,1093.110030615887,19835719.971651595,0.0,6.938473131633323,0.0,0.0,-17.927788428026144,0.0,0.0,-18.672313951468087,0.0,0.0,19389101.308589943,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  09:40:00,20883526.06657982,14.594031450248483,1098.9465895867122,20571028.53912851,0.0,8.047667619253067,0.0,0.0,-17.927680589200634,0.0,0.0,-18.673730781132804,0.0,0.0,19556326.605560165,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  09:50:00,306964.5014802482,0.15607562425711102,11.431992371834076,19999407.83689654,0.0,9.382438405361718,0.0,0.0,-17.926359863951813,0.0,0.0,-18.672459324001544,0.0,0.0,20215538.096084435,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  10:00:00,20098323.010772076,14.308943968698415,1079.7158723995797,20340650.038205635,0.0,5.295564878527083,0.0,0.0,-17.92649561258564,0.0,0.0,-18.671017148731014,0.0,0.0,20193290.799254395,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  10:10:00,20637636.303885855,14.506169819192385,1093.1100302121088,19835719.97719893,0.0,6.938473119408969,0.0,0.0,-17.92779051483981,0.0,0.0,-18.67231420338222,0.0,0.0,19389101.314409956,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  10:20:00,20883526.063407984,14.594031449175393,1098.9465895122628,20571028.540825475,0.0,8.047667612609951,0.0,0.0,-17.927682647857573,0.0,0.0,-18.673731030152794,0.0,0.0,19556326.607564338,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  10:30:00,306964.5013176861,0.1560756242493056,11.431992371834076,19999407.84045303,0.0,9.382438391232217,0.0,0.0,-17.926361895310325,0.0,0.0,-18.67245956987051,0.0,0.0,20215538.099335514,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  10:40:00,20098322.99891236,14.308943964586854,1079.7158721129615,20340650.039994944,0.0,5.2955648683820415,0.0,0.0,-17.92649761693623,0.0,0.0,-18.67101739084604,0.0,0.0,20193290.80084805,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  10:50:00,20637636.289288953,14.506169813761463,1093.110029829545,19835719.9824548,0.0,6.938473107826904,0.0,0.0,-17.92779249206894,0.0,0.0,-18.67231444206667,0.0,0.0,19389101.31992419,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  11:00:00,20883526.060402982,14.594031448158768,1098.9465894417303,20571028.542433243,0.0,8.047667606315974,0.0,0.0,-17.927684598408625,0.0,0.0,-18.673731266095157,0.0,0.0,19556326.609463155,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  11:10:00,306964.501163665,0.15607562424191024,11.431992371834076,19999407.843822647,0.0,9.382438377845075,0.0,0.0,-17.926363819996883,0.0,0.0,-18.672459802827323,0.0,0.0,20215538.10241577,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  11:20:00,20098322.987675767,14.30894396069133,1079.7158718414034,20340650.041690234,0.0,5.295564858770012,0.0,0.0,-17.92649951603387,0.0,0.0,-18.67101762024606,0.0,0.0,20193290.802357964,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  11:30:00,20637636.275458947,14.506169808615875,1093.1100294670805,19835719.987434536,0.0,6.938473096853336,0.0,0.0,-17.927794365469232,0.0,0.0,-18.67231466821634,0.0,0.0,19389101.32514871,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  11:40:00,20883526.057555985,14.594031447195597,1098.9465893749066,20571028.54395651,0.0,8.047667600352728,0.0,0.0,-17.927686446531293,0.0,0.0,-18.673731489646737,0.0,0.0,19556326.61126218,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  11:50:00,306964.50101773406,0.1560756242349034,11.431992371834076,19999407.847015288,0.0,9.382438365161114,0.0,0.0,-17.926365643612836,0.0,0.0,-18.672460023550187,0.0,0.0,20215538.105334237,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  12:00:00,20098322.977029435,14.308943957000423,1079.715871584109,20340650.04329648,0.0,5.295564849662933,0.0,0.0,-17.92650131540424,0.0,0.0,-18.671017837598914,0.0,0.0,20193290.80378857,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  12:10:00,20637636.262355484,14.506169803740598,1093.1100291236576,19835719.992152665,0.0,6.938473086456262,0.0,0.0,-17.927796140491935,0.0,0.0,-18.6723148824895,0.0,0.0,19389101.330098767,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  12:20:00,20883526.054858718,14.594031446283083,1098.9465893115978,20571028.545399714,0.0,8.047667594702853,0.0,0.0,-17.9276881976039,0.0,0.0,-18.67373170145826,0.0,0.0,19556326.612966646,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  12:30:00,306964.50087946985,0.1560756242282646,11.431992371834076,19999407.850040205,0.0,9.382438353143518,0.0,0.0,-17.92636737146552,0.0,0.0,-18.672460232681537,0.0,0.0,20215538.10809937,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  12:40:00,20098322.966942437,14.308943953503432,1079.715871340333,20340650.044818327,0.0,5.295564841034317,0.0,0.0,-17.926503020284372,0.0,0.0,-18.6710180435372,0.0,0.0,20193290.805144012,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  12:50:00,20637636.24994047,14.506169799121466,1093.1100287982779,19835719.996622905,0.0,6.938473076605439,0.0,0.0,-17.92779782230297,0.0,0.0,-18.67231508550982,0.0,0.0,19389101.334788755,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  13:00:00,20883526.05230325,14.594031445418548,1098.9465892516173,20571028.54676707,0.0,8.047667589349853,0.0,0.0,-17.92768985672262,0.0,0.0,-18.673731902146233,0.0,0.0,19556326.61458154,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  13:10:00,306964.500748468,0.15607562422197452,11.431992371834076,19999407.852906246,0.0,9.382438341757146,0.0,0.0,-17.92636900858376,0.0,0.0,-18.67246043083014,0.0,0.0,20215538.11071928,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  13:20:00,20098322.95738531,14.308943950190136,1079.7158711093616,20340650.046260227,0.0,5.295564832859014,0.0,0.0,-17.92650463563669,0.0,0.0,-18.671018238660473,0.0,0.0,20193290.80642826,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  13:30:00,20637636.238177694,14.50616979474501,1093.1100284899926,19835720.000858292,0.0,6.93847306727217,0.0,0.0,-17.927799415797516,0.0,0.0,-18.6723152778684,0.0,0.0,19389101.339232337,0.9999999999999999,0.9999999999999999,1.9999999999999998 
 01/21  13:40:00,20883526.04988218,14.594031444599487,1098.946589194792,20571028.548062555,0.0,8.047667584278175,0.0,0.0,-17.927691428716216,0.0,0.0,-18.67373209229494,0.0,0.0,19556326.616111547,0.9999999999999999,0.9999999999999999,1.9999999999999998 
